Planet Name,Kepler ID,Planet temp,Planet Radius,Transit duration,Period,a/R,Time of transit,r/R,Age,Stellar Mass,Stellar Radius,Stellar Teff,Logg,KEP Mag,g Mag,r Mag,i Mag,z Mag,KOI Vet Date
Kepler-273 b,10468940,1201,1.79,1.74,2.936,9.4,135.72,0.018,5.1,0.916,0.9,5682,4.5,14.968,15.512,14.921,14.735,14.607,2013-12-19 00:00:00
Kepler-273 c,10468940,860,1.63,3.233,8.015,18.3,134.833,0.017,5.1,0.916,0.9,5682,4.5,14.968,15.512,14.921,14.735,14.607,2013-12-19 00:00:00
Kepler-274 b,3348082,843,1.934,5.518,11.635,12.3,140.497,0.018,,,1.008,6020,4.426,15.035,15.534,14.977,14.822,14.699,2013-12-19 00:00:00
Kepler-274 c,3348082,594,1.98,4.59,33.198,51,142.093,0.018,,,1.008,6020,4.426,15.035,15.534,14.977,14.822,14.699,2013-12-19 00:00:00
Kepler-275 b,3447722,976,1.89,4.926,10.301,16.2,142.728,0.015,0.31,1.198,1.14,6495,4.41,15.319,15.679,15.231,15.165,15.138,2013-12-19 00:00:00
Kepler-275 c,3447722,838,2.84,5.752,16.088,22,139.496,0.023,0.31,1.198,1.14,6495,4.41,15.319,15.679,15.231,15.165,15.138,2013-12-19 00:00:00
Kepler-275 d,3447722,644,2.8,5.774,35.676,37,145.039,0.022,0.31,1.198,1.14,6495,4.41,15.319,15.679,15.231,15.165,15.138,2013-12-19 00:00:00
Kepler-276 b,3962243,767,2.4,3.621,14.128,25,142.897,0.023,0.4,1.05,0.95,6057,4.5,15.368,15.857,15.297,15.159,15.047,2013-12-19 00:00:00
Kepler-276 c,3962243,584,2.9,5.378,31.883,43,160.215,0.028,0.4,1.05,0.95,6057,4.5,15.368,15.857,15.297,15.159,15.047,2013-12-19 00:00:00
Kepler-276 d,3962243,507,2.8,3.819,48.654,57,172.087,0.027,0.4,1.05,0.95,6057,4.5,15.368,15.857,15.297,15.159,15.047,2013-12-19 00:00:00
Kepler-277 b,3939150,903,2.92,8.333,17.324,7.59,142.097,0.016,5,1.199,1.65,5946,4.08,13.42,13.871,13.364,13.226,13.152,2013-12-19 00:00:00
Kepler-277 c,3939150,728,3.36,8.142,33.006,11.7,145.39,0.019,5,1.199,1.65,5946,4.08,13.42,13.871,13.364,13.226,13.152,2013-12-19 00:00:00
Kepler-278 b,3640905,693,2.94,7.758,30.16,17.6,138.514,0.015,9.5,1.079,1.83,5128,3.94,11.584,12.328,11.497,11.265,11.126,2014-06-10 00:00:00
Kepler-278 c,3640905,583,2.21,11.429,51.08,25,152.342,0.011,9.5,1.079,1.83,5128,3.94,11.584,12.328,11.497,11.265,11.126,2014-06-10 00:00:00
Kepler-279 b,6677841,996,2.6,5.795,12.31,9.279,137.684,0.019,0.22,1.31,1.27,6779,4.35,13.659,13.869,13.589,13.518,13.523,2013-12-19 00:00:00
Kepler-279 c,6677841,699,4.3,8.142,35.741,18.88,151.061,0.031,0.22,1.31,1.27,6779,4.35,13.659,13.869,13.589,13.518,13.523,2013-12-19 00:00:00
Kepler-279 d,6677841,607,3.1,7.778,54.4,24.99,148.88,0.023,0.22,1.31,1.27,6779,4.35,13.659,13.869,13.589,13.518,13.523,2013-10-25 00:00:00
Kepler-28 b,6949607,694,2.17,2.506,5.912,12.4,172.185,0.031,14,0.662,0.638,4663,4.65,15.036,15.99,14.976,14.628,14.447,2013-12-19 00:00:00
Kepler-28 c,6949607,604,2.02,3.026,8.986,16.4,175.686,0.029,14,0.662,0.638,4663,4.65,15.036,15.99,14.976,14.628,14.447,2013-12-19 00:00:00
Kepler-280 b,6690082,1311,1.4,2.062,2.14,7.9,133.652,0.015,0.9,0.957,0.86,5738,4.55,14.466,14.989,14.419,14.242,14.169,2013-12-19 00:00:00
Kepler-280 c,6690082,1000,2.41,1.019,4.807,13.5,134.641,0.026,0.9,0.957,0.86,5738,4.55,14.466,14.989,14.419,14.242,14.169,2013-12-19 00:00:00
Kepler-281 b,8630788,676,2.2,5.635,14.646,15.8,136.521,0.024,0.6,0.943,0.84,5675,4.57,15.773,16.345,15.722,15.528,15.439,2014-06-10 00:00:00
Kepler-281 c,8630788,499,4.9,6.766,36.338,29,160.397,0.054,0.6,0.943,0.84,5675,4.57,15.773,16.345,15.722,15.528,15.439,2014-06-10 00:00:00
Kepler-282 b,8609450,910,1.29,3.672,9.221,12,138.001,0.012,0.4,1.082,0.99,6144,4.48,15.204,15.632,15.164,15.02,14.971,2013-12-19 00:00:00
Kepler-282 c,8609450,796,1.33,5.348,13.639,15.6,141.765,0.012,0.4,1.082,0.99,6144,4.48,15.204,15.632,15.164,15.02,14.971,2013-12-19 00:00:00
Kepler-282 d,8609450,653,2.46,5.543,24.804,23.3,145.101,0.023,0.4,1.082,0.99,6144,4.48,15.204,15.632,15.164,15.02,14.971,2013-12-19 00:00:00
Kepler-282 e,8609450,538,3.1,6.642,44.347,34.3,161.318,0.029,0.4,1.082,0.99,6144,4.48,15.204,15.632,15.164,15.02,14.971,2013-12-19 00:00:00
Kepler-283 b,10604335,501,2.77,2.376,11.008,16.4,143.227,0.045,14,0.596,0.566,4327,4.71,15.847,17.023,15.819,15.344,15.046,2014-06-10 00:00:00
Kepler-283 c,10604335,247,2.09,6.738,92.739,68,173.315,0.034,14,0.596,0.566,4327,4.71,15.847,17.023,15.819,15.344,15.046,2014-06-10 00:00:00
Kepler-284 b,10538176,692,2.54,2.674,12.699,26.8,184.988,0.029,0.5,0.923,0.82,5603,4.58,15.824,16.391,15.764,15.581,15.456,2013-12-19 00:00:00
Kepler-284 c,10538176,483,2.34,5.327,37.514,55.2,189.305,0.026,0.5,0.923,0.82,5603,4.58,15.824,16.391,15.764,15.581,15.456,2013-12-19 00:00:00
Kepler-285 b,10730034,1092,1.27,2.163,2.634,8.4,134.56,0.015,0.6,0.865,0.76,5381,4.61,15.173,15.78,15.096,14.913,14.764,2013-12-19 00:00:00
Kepler-285 c,10730034,825,1.13,2.825,6.187,14.8,136.632,0.014,0.6,0.865,0.76,5381,4.61,15.173,15.78,15.096,14.913,14.764,2013-12-19 00:00:00
Kepler-286 b,10858691,1489,1.33,1.784,1.796,7.7,133.335,0.013,0.5,1.03,0.93,5969,4.51,15.587,16.082,15.533,15.374,15.265,2013-12-19 00:00:00
Kepler-286 c,10858691,1196,1.49,2.24,3.468,12,136.008,0.015,0.5,1.03,0.93,5969,4.51,15.587,16.082,15.533,15.374,15.265,2013-12-19 00:00:00
Kepler-286 d,10858691,995,1.46,2.563,5.914,17.1,133.49,0.014,0.5,1.03,0.93,5969,4.51,15.587,16.082,15.533,15.374,15.265,2013-12-19 00:00:00
Kepler-286 e,10858691,587,1.78,4.026,29.221,50,139.328,0.018,0.5,1.03,0.93,5969,4.51,15.587,16.082,15.533,15.374,15.265,2013-12-19 00:00:00
Kepler-287 b,10973814,677,2.6,2.319,20.342,38,137.696,0.024,7.6,0.93,1,5779,4.4,14.775,15.296,14.713,14.551,14.454,2013-12-19 00:00:00
Kepler-287 c,10973814,520,3.1,3.533,44.852,65,172.462,0.028,7.6,0.93,1,5779,4.4,14.775,15.296,14.713,14.551,14.454,2013-12-19 00:00:00
Kepler-288 b,4455231,1035,1.64,3.531,6.097,13.3,354.062,0.013,,1.08,1.15,5661,4.35,15.151,15.691,15.12,14.919,14.815,2014-06-10 00:00:00
Kepler-288 c,4455231,703,3.08,4.244,19.306,28.6,373.192,0.025,,1.08,1.15,5661,4.35,15.151,15.691,15.12,14.919,14.815,2014-06-10 00:00:00
Kepler-288 d,4455231,492,2.87,6.082,56.634,59,135.547,0.023,,1.08,1.15,5661,4.35,15.151,15.691,15.12,14.919,14.815,2014-06-10 00:00:00
Kepler-289 b,7303287,755,3.8,3.377,34.544,47,132.688,0.021,4.7,1.17,1.64,6260,4.08,13.956,14.403,13.921,13.764,13.691,2014-06-10 00:00:00
Kepler-289 c,7303287,491,18.6,9.059,125.865,111.4,236.658,0.104,4.7,1.17,1.64,6260,4.08,13.956,14.403,13.921,13.764,13.691,2014-06-10 00:00:00
Kepler-29 b,10358759,825,3.8,3.648,10.338,10.2,170.415,0.038,0.3,1.028,0.92,5966,4.52,15.282,15.793,15.239,15.063,14.953,2013-12-19 00:00:00
Kepler-29 c,10358759,759,3.5,3.844,13.29,12.1,172.06,0.034,0.3,1.028,0.92,5966,4.52,15.282,15.793,15.239,15.063,14.953,2013-12-19 00:00:00
Kepler-290 b,7102227,575,2.22,2.446,14.59,35.9,141.928,0.029,1.1,0.798,0.7,5115,4.65,15.596,16.302,15.511,15.293,15.134,2013-12-19 00:00:00
Kepler-290 c,7102227,422,2.53,4.33,36.77,67,164.296,0.033,1.1,0.798,0.7,5115,4.65,15.596,16.302,15.511,15.293,15.134,2013-12-19 00:00:00
Kepler-291 b,6936909,1164,2.07,2.257,3.547,9.8,134.9,0.021,0.3,1.01,0.91,5934,4.53,15.934,16.435,15.855,15.719,15.64,2013-12-19 00:00:00
Kepler-291 c,6936909,994,1.76,1.679,5.701,13.5,132.686,0.018,0.3,1.01,0.91,5934,4.53,15.934,16.435,15.855,15.719,15.64,2013-12-19 00:00:00
Kepler-292 b,6962977,1205,1.54,2.202,2.581,4.5,171.567,0.016,10.9,0.834,0.88,5447,4.47,15.956,16.626,15.89,15.669,15.526,2013-12-19 00:00:00
Kepler-292 c,6962977,1075,1.88,2.477,3.715,5.8,169.798,0.019,10.9,0.834,0.88,5447,4.47,15.956,16.626,15.89,15.669,15.526,2013-12-19 00:00:00
Kepler-292 d,6962977,864,2.7,3.419,7.056,8.9,181.911,0.028,10.9,0.834,0.88,5447,4.47,15.956,16.626,15.89,15.669,15.526,2013-12-19 00:00:00
Kepler-292 e,6962977,727,2.5,4.056,11.979,12.6,178.979,0.026,10.9,0.834,0.88,5447,4.47,15.956,16.626,15.89,15.669,15.526,2013-12-19 00:00:00
Kepler-292 f,6962977,602,3,4.675,20.834,18.3,186.031,0.032,10.9,0.834,0.88,5447,4.47,15.956,16.626,15.89,15.669,15.526,2013-12-19 00:00:00
Kepler-293 b,6932987,624,2.6,4.596,19.254,33,164.78,0.028,0.5,0.953,0.85,5714,4.56,15.368,15.903,15.295,15.138,15.087,2014-06-10 00:00:00
Kepler-293 c,6932987,442,3.2,3.891,54.158,65,172.351,0.035,0.5,0.953,0.85,5714,4.56,15.368,15.903,15.295,15.138,15.087,2014-06-10 00:00:00
Kepler-294 b,9455556,1129,1.74,2.623,3.701,7.8,180.269,0.018,0.6,0.994,0.89,5870,4.53,15.843,16.362,15.788,15.62,15.57,2013-12-19 00:00:00
Kepler-294 c,9455556,932,2.7,3.282,6.626,11.5,183.989,0.027,0.6,0.994,0.89,5870,4.53,15.843,16.362,15.788,15.62,15.57,2013-12-19 00:00:00
Kepler-295 b,9006449,752,1.53,8.668,12.645,7.6,138.642,0.015,8.8,0.885,0.94,5631,4.44,14.447,14.99,14.4,14.214,14.131,2013-12-19 00:00:00
Kepler-295 c,9006449,631,1.42,8.615,21.527,10.9,132.285,0.014,8.8,0.885,0.94,5631,4.44,14.447,14.99,14.4,14.214,14.131,2013-12-19 00:00:00
Kepler-295 d,9006449,541,1.72,6.511,33.885,14.7,159.989,0.017,8.8,0.885,0.94,5631,4.44,14.447,14.99,14.4,14.214,14.131,2013-12-19 00:00:00
Kepler-296 b,11497958,434,1.53,1.665,10.864,37,131.131,0.028,13.9,0.516,0.5,3862,4.75,15.921,17.617,16.09,15.194,14.726,2014-06-10 00:00:00
Kepler-296 c,11497958,533,1.89,1.844,5.842,24.7,135.922,0.035,13.9,0.516,0.5,3862,4.75,15.921,17.617,16.09,15.194,14.726,2014-06-10 00:00:00
Kepler-296 d,11497958,355,1.99,2.741,19.85,56,133.65,0.036,13.9,0.516,0.5,3862,4.75,15.921,17.617,16.09,15.194,14.726,2014-06-10 00:00:00
Kepler-296 e,11497958,297,1.4,3.341,34.142,80,136.036,0.026,13.9,0.516,0.5,3862,4.75,15.921,17.617,16.09,15.194,14.726,2014-06-10 00:00:00
Kepler-296 f,11497958,241,1.61,3.605,63.338,121,162.593,0.029,13.9,0.516,0.5,3862,4.75,15.921,17.617,16.09,15.194,14.726,2014-06-10 00:00:00
Kepler-297 b,11122894,575,3.2,6.048,38.871,50.5,171.291,0.028,1.9,1.07,1.04,6138,4.43,14.232,14.628,14.158,14.063,13.985,2014-06-10 00:00:00
Kepler-297 c,11122894,463,7.7,4.871,74.92,78.2,125.037,0.068,1.9,1.07,1.04,6138,4.43,14.232,14.628,14.158,14.063,13.985,2014-06-10 00:00:00
Kepler-298 b,11176127,571,2.24,2.345,10.475,25,152.643,0.032,14,0.66,0.635,4655,4.65,15.415,16.345,15.372,15.017,14.834,2014-06-10 00:00:00
Kepler-298 c,11176127,440,2.58,2.022,22.929,42,143.856,0.037,14,0.66,0.635,4655,4.65,15.415,16.345,15.372,15.017,14.834,2014-06-10 00:00:00
Kepler-298 d,11176127,294,2.55,4.822,77.481,95,184.218,0.037,14,0.66,0.635,4655,4.65,15.415,16.345,15.372,15.017,14.834,2014-06-10 00:00:00
Kepler-299 b,11014932,1229,1.19,2.527,2.927,8.5,133.834,0.012,0.4,1.001,0.9,5885,4.53,15.017,15.493,14.961,14.813,14.765,2013-12-19 00:00:00
Kepler-299 c,11014932,922,1.89,3.354,6.886,15,138.413,0.019,0.4,1.001,0.9,5885,4.53,15.017,15.493,14.961,14.813,14.765,2013-12-19 00:00:00
Kepler-299 d,11014932,712,1.57,4.39,15.055,25.3,144.584,0.016,0.4,1.001,0.9,5885,4.53,15.017,15.493,14.961,14.813,14.765,2013-12-19 00:00:00
Kepler-299 e,11014932,520,1.64,5.408,38.284,47,143.317,0.017,0.4,1.001,0.9,5885,4.53,15.017,15.493,14.961,14.813,14.765,2013-12-19 00:00:00
Kepler-3 b,10748390,794,4.68,2.368,4.888,16.68,124.813,0.058,9,0.786,0.742,4766,4.59,9.174,10.665,9.479,,,2013-12-19 00:00:00
Kepler-30 b,3832474,544,1.37,4.661,29.165,37.7,150.692,0.013,4.8,0.969,0.94,5461,4.48,15.403,16.048,15.349,15.126,15.017,2013-10-25 00:00:00
Kepler-30 c,3832474,428,14,7.075,60.323,61.3,243.906,0.136,4.8,0.969,0.94,5461,4.48,15.403,16.048,15.349,15.126,15.017,2014-06-10 00:00:00
Kepler-30 d,3832474,321,9.37,9.512,143.215,109.1,154.209,0.091,4.8,0.969,0.94,5461,4.48,15.403,16.048,15.349,15.126,15.017,2014-06-10 00:00:00
Kepler-300 b,11037335,828,2.15,2.495,10.446,13,133.278,0.021,0.3,1.035,0.93,5993,4.51,14.201,14.644,14.155,14.012,13.965,2013-12-19 00:00:00
Kepler-300 c,11037335,527,2.26,8.649,40.715,32.3,146.565,0.022,0.3,1.035,0.93,5993,4.51,14.201,14.644,14.155,14.012,13.965,2013-12-19 00:00:00
Kepler-301 b,11389771,1283,1.41,2.382,2.509,6.3,135.009,0.014,2.4,0.97,0.9,5811,4.51,14.271,14.759,14.229,14.061,14.013,2013-12-19 00:00:00
Kepler-301 c,11389771,994,1.5,2.316,5.419,10.5,131.643,0.015,2.4,0.97,0.9,5811,4.51,14.271,14.759,14.229,14.061,14.013,2013-12-19 00:00:00
Kepler-301 d,11389771,731,1.9,4.046,13.751,19.4,144.612,0.019,2.4,0.97,0.9,5811,4.51,14.271,14.759,14.229,14.061,14.013,2013-12-19 00:00:00
Kepler-302 b,7898352,577,2.8,5.835,30.184,36.7,146.645,0.028,0.5,1.021,0.92,5952,4.52,15.505,16.016,15.46,15.286,15.189,2014-06-10 00:00:00
Kepler-302 c,7898352,357,9.7,7.205,127.281,95.8,163.893,0.096,0.5,1.021,0.92,5952,4.52,15.505,16.016,15.46,15.286,15.189,2014-06-10 00:00:00
Kepler-303 b,7871954,869,0.99,1.469,1.937,9.6,134.719,0.017,13.9,0.575,0.547,4212,4.72,14.39,15.623,14.4,13.862,13.583,2013-12-19 00:00:00
Kepler-303 c,7871954,561,1.49,1.192,7.061,23,136.272,0.025,13.9,0.575,0.547,4212,4.72,14.39,15.623,14.4,13.862,13.583,2013-12-19 00:00:00
Kepler-304 b,5371776,884,2.8,1.842,3.296,12.3,133.965,0.039,14,0.687,0.67,4779,4.62,14.84,15.731,14.755,14.457,14.285,2013-12-19 00:00:00
Kepler-304 c,5371776,748,2.6,1.206,5.316,16.9,132.429,0.035,14,0.687,0.67,4779,4.62,14.84,15.731,14.755,14.457,14.285,2013-12-19 00:00:00
Kepler-304 d,5371776,617,2.4,2.897,9.653,25.1,134.856,0.033,14,0.687,0.67,4779,4.62,14.84,15.731,14.755,14.457,14.285,2013-12-19 00:00:00
Kepler-305 b,5219234,833,3.5,2.918,5.487,9.4,356.077,0.037,,0.9,0.87,4918,4.51,15.812,16.6,15.746,15.475,15.272,2013-12-19 00:00:00
Kepler-305 c,5219234,729,3.1,3.081,8.291,12.4,359.636,0.033,,0.9,0.87,4918,4.51,15.812,16.6,15.746,15.475,15.272,2013-12-19 00:00:00
Kepler-305 d,5219234,575,3.6,2.908,16.739,19.8,359.417,0.038,,0.9,0.87,4918,4.51,15.812,16.6,15.746,15.475,15.272,2013-12-19 00:00:00
Kepler-306 b,5438099,902,2.01,2.332,4.646,12.8,354.589,0.021,,0.93,0.88,5027,4.52,15.565,16.291,15.484,15.254,15.087,2013-12-19 00:00:00
Kepler-306 c,5438099,774,2.56,3.087,7.24,17.2,355.016,0.027,,0.93,0.88,5027,4.52,15.565,16.291,15.484,15.254,15.087,2013-12-19 00:00:00
Kepler-306 d,5438099,580,2.31,4.405,17.326,31,360.512,0.024,,0.93,0.88,5027,4.52,15.565,16.291,15.484,15.254,15.087,2013-12-19 00:00:00
Kepler-306 e,5438099,422,2.81,5.634,44.842,58,359.87,0.029,,0.93,0.88,5027,4.52,15.565,16.291,15.484,15.254,15.087,2013-12-19 00:00:00
Kepler-307 b,5299459,836,3.2,2.74,10.416,22.4,143.044,0.028,13.5,0.856,1.03,5577,4.34,14.072,14.646,13.997,13.826,13.714,2013-12-19 00:00:00
Kepler-307 c,5299459,778,2.8,3.035,13.084,26.1,132.632,0.025,13.5,0.856,1.03,5577,4.34,14.072,14.646,13.997,13.826,13.714,2013-12-19 00:00:00
Kepler-308 b,5289854,821,2.2,2.651,9.695,22.9,182.461,0.022,0.5,0.997,0.89,5876,4.53,15.809,16.377,15.767,15.566,15.447,2013-12-19 00:00:00
Kepler-308 c,5289854,705,1.99,3.833,15.382,31,139.085,0.02,0.5,0.997,0.89,5876,4.53,15.809,16.377,15.767,15.566,15.447,2013-12-19 00:00:00
Kepler-309 b,10027323,699,1.34,2.791,5.924,11.7,134.685,0.019,14,0.666,0.642,4680,4.65,15.157,16.087,15.052,14.758,14.572,2014-06-10 00:00:00
Kepler-309 c,10027323,268,3.09,4.318,105.353,79,138.687,0.044,14,0.666,0.642,4680,4.65,15.157,16.087,15.052,14.758,14.572,2014-06-10 00:00:00
Kepler-31 b,9347899,775,5.7,5.663,20.861,17.8,180.005,0.045,0.28,1.208,1.15,6514,4.4,15.237,15.592,15.199,15.086,15.071,2014-06-10 00:00:00
Kepler-31 c,9347899,611,5.3,6.777,42.632,28.7,141.192,0.042,0.28,1.208,1.15,6514,4.4,15.237,15.592,15.199,15.086,15.071,2014-06-10 00:00:00
Kepler-31 d,9347899,480,4.2,9.26,87.647,46.3,134.94,0.033,0.28,1.208,1.15,6514,4.4,15.237,15.592,15.199,15.086,15.071,2014-06-10 00:00:00
Kepler-310 b,10004738,726,1.47,2.179,13.931,18.5,134.426,0.015,1.9,0.97,0.9,5818,4.52,14.279,14.782,14.242,14.063,14.149,2014-06-10 00:00:00
Kepler-310 c,10004738,455,3.3,5.828,56.474,47,143.821,0.034,1.9,0.97,0.9,5818,4.52,14.279,14.782,14.242,14.063,14.149,2014-06-10 00:00:00
Kepler-310 d,10004738,386,2.5,7.149,92.876,66,145.928,0.026,1.9,0.97,0.9,5818,4.52,14.279,14.782,14.242,14.063,14.149,2014-06-10 00:00:00
Kepler-311 b,10055126,985,1.85,4.441,9.176,8.48,138.717,0.015,1.95,1.12,1.12,6285,4.38,13.797,14.147,13.726,13.647,13.591,2014-06-10 00:00:00
Kepler-311 c,10055126,764,1.61,5.126,19.738,14.1,133.287,0.013,1.95,1.12,1.12,6285,4.38,13.797,14.147,13.726,13.647,13.591,2014-06-10 00:00:00
Kepler-312 b,6975129,1642,0.985,2.517,1.772,5.4,132.084,0.008,,,1.108,6173,4.429,12.949,13.355,12.895,12.775,12.729,2014-06-10 00:00:00
Kepler-312 c,6975129,763,2.85,3.543,19.747,27.8,147.103,0.022,0.82,1.23,1.192,6197,4.38,12.949,13.355,12.895,12.775,12.729,2014-06-10 00:00:00
Kepler-313 b,11153121,787,1.97,5.963,14.97,13,134.507,0.017,7.4,0.96,1.08,5880,4.36,14.167,14.647,14.076,13.961,13.807,2013-12-19 00:00:00
Kepler-313 c,11153121,608,1.96,7.253,32.276,21.6,149.076,0.017,7.4,0.96,1.08,5880,4.36,14.167,14.647,14.076,13.961,13.807,2013-12-19 00:00:00
Kepler-314 b,6616218,1247,0.84,2.084,2.461,9.1,133.313,0.008,1.9,1.024,0.951,5501,4.49,12.557,13.126,12.459,12.313,12.205,2013-12-19 00:00:00
Kepler-314 c,6616218,928,2.65,2.722,5.96,16.4,137.264,0.026,1.9,1.024,0.951,5501,4.49,12.557,13.126,12.459,12.313,12.205,2013-12-19 00:00:00
Kepler-315 b,7703955,382,3.4,8.495,96.101,56,187.733,0.034,3.6,0.95,0.91,5773,4.5,15.321,15.883,15.278,15.079,14.936,2014-06-10 00:00:00
Kepler-315 c,7703955,269.3,3.473,9.168,265.47,105.3,151.074,0.037,,,0.862,5724,4.483,15.321,15.883,15.278,15.079,14.936,2014-06-10 00:00:00
Kepler-316 b,8230616,840,1.32,1.368,2.241,7.4,137.821,0.022,13.9,0.587,0.557,4272,4.71,15.224,16.418,15.177,14.712,14.458,2013-12-19 00:00:00
Kepler-316 c,8230616,579,1.41,2.369,6.828,15.7,131.786,0.023,13.9,0.587,0.557,4272,4.71,15.224,16.418,15.177,14.712,14.458,2013-12-19 00:00:00
Kepler-317 b,3967760,918,2,2.631,5.524,12.4,135.621,0.021,11.6,0.816,0.86,5372,4.48,15.377,16.058,15.324,15.085,14.981,2013-12-19 00:00:00
Kepler-317 c,3967760,785,1.7,3.189,8.775,16.9,133.703,0.018,11.6,0.816,0.86,5372,4.48,15.377,16.058,15.324,15.085,14.981,2013-12-19 00:00:00
Kepler-318 b,9909735,1299,5.8,2.821,4.663,10.3,134.081,0.038,9.8,0.98,1.39,5812,4.14,13.297,13.809,13.246,13.077,13.029,2013-12-19 00:00:00
Kepler-318 c,9909735,950,5,2.743,11.815,19.2,133.09,0.033,9.8,0.98,1.39,5812,4.14,13.297,13.809,13.246,13.077,13.029,2013-12-19 00:00:00
Kepler-319 b,4644952,1346,2.95,2.346,4.363,7.9,135.231,0.018,10.8,0.96,1.49,5708,4.08,13.828,14.38,13.758,13.591,13.54,2013-12-19 00:00:00
Kepler-319 c,4644952,1160,5.6,2.179,6.941,10.7,137.544,0.034,10.8,0.96,1.49,5708,4.08,13.828,14.38,13.758,13.591,13.54,2013-12-19 00:00:00
Kepler-319 d,4644952,697,4.3,4.104,31.782,29.6,134.862,0.027,10.8,0.96,1.49,5708,4.08,13.828,14.38,13.758,13.591,13.54,2013-12-19 00:00:00
Kepler-32 b,9787239,569,2.15,2.257,5.901,16.1,171.406,0.038,13.9,0.549,0.524,4061,4.74,15.801,17.251,15.913,15.179,14.797,2013-12-19 00:00:00
Kepler-32 c,9787239,497,1.99,2.412,8.752,21,170.633,0.035,13.9,0.549,0.524,4061,4.74,15.801,17.251,15.913,15.179,14.797,2013-12-19 00:00:00
Kepler-32 d,9787239,361,2.49,3.363,22.781,40,155.202,0.043,13.9,0.549,0.524,4061,4.74,15.801,17.251,15.913,15.179,14.797,2013-12-19 00:00:00
Kepler-32 e,9787239,714,1.11,1.78,2.896,10,133.612,0.019,13.9,0.549,0.524,4061,4.74,15.801,17.251,15.913,15.179,14.797,2013-12-19 00:00:00
Kepler-32 f,9787239,1137,0.86,1.074,0.743,4,133.279,0.015,13.9,0.549,0.524,4061,4.74,15.801,17.251,15.913,15.179,14.797,2013-10-25 00:00:00
Kepler-320 b,9529744,1001,1.046,3.943,8.372,10.9,137.684,0.009,,,1.04,6412,4.44,13.474,13.793,13.433,13.337,13.333,2013-12-19 00:00:00
Kepler-320 c,9529744,777,1.238,4.977,17.935,27.83,138.221,0.011,,,1.04,6412,4.44,13.474,13.793,13.433,13.337,13.333,2013-12-19 00:00:00
Kepler-321 b,8240797,1021,1.41,2.878,4.915,10.2,132.696,0.014,,0.898,0.909,5692,4.474,12.706,13.248,12.653,12.474,,2013-12-19 00:00:00
Kepler-321 c,8240797,739,2.34,2.395,13.094,19.5,144.524,0.024,,0.898,0.909,5692,4.474,12.706,13.248,12.653,12.474,,2013-12-19 00:00:00
Kepler-322 b,8277797,1801,1.97,1.982,1.654,2.95,132.188,0.013,14,0.9,1.41,5536,4.09,13.53,14.088,13.491,13.292,13.191,2013-12-19 00:00:00
Kepler-322 c,8277797,1299,3.23,2.756,4.337,5.62,132.85,0.021,14,0.9,1.41,5536,4.09,13.53,14.088,13.491,13.292,13.191,2013-12-19 00:00:00
Kepler-323 b,2989404,1918,1.81,2.374,1.678,4.03,136.05,0.012,3.96,1.16,1.4,6255,4.21,12.722,13.084,12.659,12.567,12.51,2013-12-19 00:00:00
Kepler-323 c,2989404,1491,2.04,3.05,3.554,6.6,134.643,0.013,3.96,1.16,1.4,6255,4.21,12.722,13.084,12.659,12.567,12.51,2013-12-19 00:00:00
Kepler-324 b,11601584,909,1.04,2.587,4.385,11.5,139.226,0.013,0.8,0.85,0.75,5319,4.62,14.122,14.72,14.038,13.866,13.758,2014-06-10 00:00:00
Kepler-324 c,11601584,400,2.5,6.211,51.804,60,183.008,0.03,0.8,0.85,0.75,5319,4.62,14.122,14.72,14.038,13.866,13.758,2014-06-10 00:00:00
Kepler-325 b,11709244,1109,3,1.792,4.544,19.3,134.898,0.028,8.2,0.918,1,5746,4.4,15.009,15.553,14.973,14.776,14.721,2013-12-19 00:00:00
Kepler-325 c,11709244,784,2.6,1.867,12.762,38.5,143.73,0.024,8.2,0.918,1,5746,4.4,15.009,15.553,14.973,14.776,14.721,2013-12-19 00:00:00
Kepler-325 d,11709244,542,2.8,3.432,38.716,81,134.026,0.026,8.2,0.918,1,5746,4.4,15.009,15.553,14.973,14.776,14.721,2013-12-19 00:00:00
Kepler-326 b,9471268,1664,2.92,2.048,2.248,7.7,133.422,0.015,14,0.914,1.8,5110,3.89,13.693,14.404,13.623,13.388,13.26,2013-12-19 00:00:00
Kepler-326 c,9471268,1325,3.38,2.17,4.58,12.3,134.076,0.017,14,0.914,1.8,5110,3.89,13.693,14.404,13.623,13.388,13.26,2013-12-19 00:00:00
Kepler-326 d,9471268,1159,3.35,1.715,6.767,16,136.615,0.017,14,0.914,1.8,5110,3.89,13.693,14.404,13.623,13.388,13.26,2013-12-19 00:00:00
Kepler-327 b,8167996,744,1.2,1.637,2.55,11.1,132.607,0.021,13.9,0.547,0.523,4042,4.74,15.018,16.451,15.077,14.404,14.049,2013-12-19 00:00:00
Kepler-327 c,8167996,589,1.07,2.152,5.212,18,132.71,0.019,13.9,0.547,0.523,4042,4.74,15.018,16.451,15.077,14.404,14.049,2013-12-19 00:00:00
Kepler-327 d,8167996,423,2.14,1.594,13.969,35,132.172,0.037,13.9,0.547,0.523,4042,4.74,15.018,16.451,15.077,14.404,14.049,2013-12-19 00:00:00
